Age_group,Attrition,BusinessTravel,DailyRate,Department,Distance_group,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
18-30,0,Travel_Rarely,583,Research & Development,Near-by,College,Life Sciences,Satisfied,Male,53,Satisfied,Entry level,Research Scientist,Very satisfied,Single,2875,9973,1,Y,Yes,20,High,Dissatisfied,80,Level 1,1-10,2,Average,1-10,5,2,2
31-45,1,Travel_Rarely,1449,Sales,Near-by,Bachelors degree,Marketing,Very dissatisfied,Female,94,Very dissatisfied,Executive,Manager,Dissatisfied,Single,18824,2493,2,Y,Yes,16,Low,Very dissatisfied,80,Level 1,21-30,2,Good,21-30,10,1,11
46-60,0,Non-Travel,177,Research & Development,Near-by,Technical Training,Medical,Very satisfied,Male,37,Dissatisfied,Senior,Healthcare Representative,Dissatisfied,Divorced,13577,25592,1,Y,Yes,15,Low,Very satisfied,80,Level 2,31-40,3,Good,31-40,9,15,0
18-30,1,Travel_Frequently,251,Research & Development,Far,College,Life Sciences,Very dissatisfied,Female,45,Dissatisfied,Entry level,Laboratory Technician,Satisfied,Single,2625,25308,1,Y,No,20,High,Satisfied,80,Level 1,1-10,2,Bad,1-10,2,2,2
46-60,0,Travel_Rarely,168,Sales,Near-by,College,Marketing,Very satisfied,Female,33,Dissatisfied,Executive,Manager,Dissatisfied,Married,18789,9946,2,Y,No,14,Low,Satisfied,80,Level 2,21-30,2,Good,11-20,4,0,8
31-45,0,Travel_Rarely,131,Sales,Near-by,Bachelors degree,Marketing,Satisfied,Female,86,Satisfied,Junior or Associate,Sales Executive,Very dissatisfied,Single,4538,6039,0,Y,Yes,12,Low,Very satisfied,80,Level 1,1-10,3,Good,1-10,2,0,2
46-60,0,Travel_Frequently,237,Sales,Near-by,Bachelors degree,Life Sciences,Very satisfied,Male,83,Satisfied,Executive,Manager,Dissatisfied,Divorced,19847,19196,4,Y,Yes,24,High,Very dissatisfied,80,Level 2,31-40,5,Average,21-30,10,11,10
46-60,0,Travel_Rarely,1429,Research & Development,Far,Masters degree,Medical,Very satisfied,Male,67,Satisfied,Mid level Specialist,Manufacturing Director,Very satisfied,Single,10512,20002,6,Y,No,12,Low,Very satisfied,80,Level 1,21-30,6,Average,1-10,7,5,4
31-45,0,Travel_Frequently,135,Research & Development,Far,Bachelors degree,Medical,Satisfied,Female,46,Satisfied,Junior or Associate,Laboratory Technician,Dissatisfied,Divorced,4444,22534,4,Y,No,13,Low,Satisfied,80,Level 3,11-20,2,Excellent,11-20,8,5,10
18-30,0,Travel_Frequently,791,Research & Development,Near-by,Masters degree,Medical,Very satisfied,Male,44,Satisfied,Entry level,Laboratory Technician,Satisfied,Single,2154,6842,0,Y,Yes,11,Low,Satisfied,80,Level 1,1-10,2,Average,1-10,2,0,2
31-45,0,Travel_Rarely,1199,Research & Development,Near-by,College,Life Sciences,Satisfied,Male,92,Very satisfied,Executive,Manager,Very dissatisfied,Divorced,19190,17477,1,Y,No,14,Low,Very satisfied,80,Level 3,21-30,4,Average,21-30,9,14,13
31-45,0,Travel_Frequently,648,Human Resources,Far,Bachelors degree,Life Sciences,Satisfied,Male,56,Dissatisfied,Junior or Associate,Human Resources,Dissatisfied,Married,4490,21833,4,Y,No,11,Low,Very satisfied,80,Level 3,11-20,5,Excellent,11-20,9,1,8
31-45,0,Travel_Rarely,735,Research & Development,Near-by,Technical Training,Life Sciences,Satisfied,Male,66,Satisfied,Entry level,Research Scientist,Satisfied,Married,3506,6020,0,Y,Yes,14,Low,Very satisfied,80,Level 1,1-10,3,Good,1-10,2,2,2
31-45,0,Travel_Rarely,603,Research & Development,Near-by,Masters degree,Medical,Dissatisfied,Female,78,Very satisfied,Junior or Associate,Research Scientist,Dissatisfied,Married,2372,5628,6,Y,Yes,16,Low,Very satisfied,80,Level 1,11-20,2,Good,1-10,0,0,0
31-45,0,Travel_Rarely,531,Sales,Near-by,Masters degree,Marketing,Very satisfied,Female,56,Dissatisfied,Mid level Specialist,Sales Executive,Very satisfied,Single,10231,20364,3,Y,No,14,Low,Very satisfied,80,Level 1,21-30,3,Excellent,21-30,7,15,17
31-45,0,Travel_Rarely,429,Research & Development,Near-by,Masters degree,Life Sciences,Satisfied,Female,53,Satisfied,Junior or Associate,Manufacturing Director,Dissatisfied,Single,5410,2323,9,Y,Yes,11,Low,Very satisfied,80,Level 1,11-20,2,Good,11-20,14,5,12
31-45,1,Travel_Rarely,621,Research & Development,Far,Bachelors degree,Medical,Very dissatisfied,Female,73,Satisfied,Mid level Specialist,Healthcare Representative,Very satisfied,Married,7978,14075,1,Y,No,11,Low,Very satisfied,80,Level 2,11-20,2,Good,11-20,7,0,5
18-30,0,Travel_Frequently,193,Research & Development,Near-by,Bachelors degree,Life Sciences,Very satisfied,Male,52,Dissatisfied,Entry level,Laboratory Technician,Very satisfied,Married,3867,14222,1,Y,Yes,12,Low,Dissatisfied,80,Level 2,1-10,2,Good,1-10,2,2,2
46-60,0,Travel_Frequently,968,Research & Development,Near-by,College,Medical,Dissatisfied,Female,40,Dissatisfied,Entry level,Laboratory Technician,Satisfied,Single,2838,4257,0,Y,No,14,Low,Dissatisfied,80,Level 1,1-10,6,Average,1-10,0,7,7
18-30,0,Non-Travel,879,Research & Development,Near-by,College,Medical,Satisfied,Female,72,Satisfied,Junior or Associate,Manufacturing Director,Satisfied,Single,4695,12858,7,Y,Yes,18,Low,Satisfied,80,Level 1,11-20,3,Good,1-10,4,1,7
18-30,1,Travel_Rarely,806,Research & Development,Near-by,Bachelors degree,Technical Degree,Dissatisfied,Female,39,Satisfied,Entry level,Laboratory Technician,Satisfied,Divorced,3339,17285,3,Y,Yes,13,Low,Very dissatisfied,80,Level 3,11-20,2,Good,1-10,7,7,7
18-30,0,Travel_Rarely,640,Research & Development,Near-by,Bachelors degree,Technical Degree,Very satisfied,Male,84,Satisfied,Entry level,Research Scientist,Very dissatisfied,Single,2080,4732,2,Y,No,11,Low,Dissatisfied,80,Level 1,1-10,2,Average,1-10,2,1,2
18-30,0,Travel_Rarely,266,Research & Development,Near-by,Bachelors degree,Medical,Very satisfied,Female,40,Satisfied,Entry level,Research Scientist,Dissatisfied,Single,2096,18830,1,Y,No,18,Low,Very satisfied,80,Level 1,1-10,3,Average,1-10,2,2,1
31-45,0,Travel_Rarely,604,Sales,Near-by,Bachelors degree,Medical,Satisfied,Male,56,Very satisfied,Junior or Associate,Sales Executive,Very satisfied,Married,6209,11693,1,Y,No,15,Low,Satisfied,80,Level 3,11-20,4,Excellent,11-20,7,0,8
31-45,0,Travel_Frequently,364,Research & Development,Very far,Bachelors degree,Medical,Dissatisfied,Female,83,Satisfied,Executive,Manager,Dissatisfied,Single,18061,13035,3,Y,No,22,High,Satisfied,80,Level 1,21-30,4,Good,1-10,0,0,0
31-45,0,Travel_Rarely,412,Research & Development,Far,Masters degree,Medical,Satisfied,Female,94,Dissatisfied,Senior,Manager,Dissatisfied,Divorced,17123,17334,6,Y,Yes,13,Low,Very satisfied,80,Level 3,21-30,4,Good,11-20,9,15,2
46-60,0,Travel_Rarely,848,Research & Development,Very far,Masters degree,Life Sciences,Very dissatisfied,Male,88,Satisfied,Entry level,Research Scientist,Satisfied,Divorced,2372,26076,1,Y,No,12,Low,Very satisfied,80,Level 3,1-10,3,Good,1-10,2,2,2
31-45,1,Travel_Rarely,1089,Research & Development,Near-by,College,Life Sciences,Very satisfied,Male,79,Satisfied,Junior or Associate,Laboratory Technician,Satisfied,Married,4883,22845,1,Y,No,18,Low,Very dissatisfied,80,Level 2,11-20,3,Good,11-20,4,1,1
31-45,1,Travel_Rarely,360,Research & Development,Very far,Bachelors degree,Medical,Satisfied,Male,93,Satisfied,Entry level,Research Scientist,Very dissatisfied,Single,3904,22154,0,Y,No,13,Low,Very dissatisfied,80,Level 1,1-10,2,Good,1-10,2,0,3
18-30,0,Travel_Rarely,1138,Research & Development,Near-by,Bachelors degree,Technical Degree,Very dissatisfied,Female,48,Dissatisfied,Junior or Associate,Laboratory Technician,Very satisfied,Married,4627,23631,0,Y,No,12,Low,Very dissatisfied,80,Level 2,11-20,6,Good,1-10,2,6,7
31-45,0,Travel_Rarely,325,Research & Development,Far,Masters degree,Technical Degree,Very satisfied,Female,63,Satisfied,Mid level Specialist,Healthcare Representative,Satisfied,Married,7094,5747,3,Y,No,12,Low,Very dissatisfied,80,Level 1,11-20,0,Good,1-10,7,1,7
46-60,0,Travel_Rarely,991,Human Resources,Near-by,College,Life Sciences,Very satisfied,Female,44,Satisfied,Entry level,Human Resources,Very dissatisfied,Single,3423,22957,6,Y,No,12,Low,Satisfied,80,Level 1,11-20,3,Excellent,1-10,6,5,7
18-30,0,Non-Travel,1476,Research & Development,Near-by,Bachelors degree,Life Sciences,Satisfied,Female,55,Very dissatisfied,Junior or Associate,Laboratory Technician,Very satisfied,Married,6674,16392,0,Y,No,11,Low,Very dissatisfied,80,Level 4,11-20,6,Good,1-10,8,7,5
46-60,0,Travel_Rarely,1322,Research & Development,Very far,Bachelors degree,Life Sciences,Very satisfied,Female,43,Satisfied,Senior,Research Director,Very dissatisfied,Married,16880,22422,4,Y,Yes,11,Low,Dissatisfied,80,Level 1,21-30,2,Good,1-10,2,1,2
31-45,1,Travel_Rarely,299,Sales,Very far,Masters degree,Marketing,Very satisfied,Male,57,Dissatisfied,Mid level Specialist,Sales Executive,Dissatisfied,Single,9094,17235,2,Y,Yes,12,Low,Satisfied,80,Level 1,1-10,2,Good,1-10,4,1,0
46-60,1,Travel_Rarely,1030,Sales,Near-by,Bachelors degree,Life Sciences,Dissatisfied,Male,64,Satisfied,Mid level Specialist,Sales Executive,Dissatisfied,Single,8446,21534,9,Y,Yes,19,Low,Satisfied,80,Level 1,11-20,2,Average,1-10,7,7,7
18-30,0,Travel_Rarely,634,Research & Development,Far,Masters degree,Medical,Dissatisfied,Female,95,Satisfied,Mid level Specialist,Manager,Very dissatisfied,Married,11916,25927,1,Y,Yes,23,High,Very satisfied,80,Level 3,1-10,2,Good,1-10,1,0,8
31-45,0,Travel_Rarely,524,Research & Development,Far,College,Life Sciences,Very dissatisfied,Male,32,Satisfied,Junior or Associate,Manufacturing Director,Satisfied,Single,4534,13352,0,Y,No,11,Low,Very dissatisfied,80,Level 1,1-10,6,Good,1-10,7,1,7
31-45,0,Non-Travel,587,Sales,Near-by,Masters degree,Life Sciences,Very satisfied,Female,57,Satisfied,Mid level Specialist,Sales Executive,Satisfied,Divorced,9852,8935,1,Y,Yes,19,Low,Very dissatisfied,80,Level 2,11-20,5,Average,11-20,8,9,6
31-45,0,Non-Travel,256,Sales,Far,College,Medical,Satisfied,Male,40,Very dissatisfied,Junior or Associate,Sales Executive,Dissatisfied,Single,6151,22074,1,Y,No,13,Low,Very dissatisfied,80,Level 1,11-20,4,Good,11-20,2,11,9
31-45,1,Travel_Frequently,1060,Sales,Near-by,Bachelors degree,Life Sciences,Very satisfied,Female,54,Satisfied,Entry level,Sales Representative,Dissatisfied,Single,2302,8319,1,Y,Yes,11,Low,Very dissatisfied,80,Level 1,1-10,2,Excellent,1-10,2,2,2
31-45,1,Travel_Rarely,935,Research & Development,Near-by,Bachelors degree,Life Sciences,Very dissatisfied,Male,89,Satisfied,Entry level,Laboratory Technician,Very dissatisfied,Married,2362,14669,4,Y,No,12,Low,Satisfied,80,Level 1,11-20,4,Excellent,1-10,2,1,2
31-45,0,Non-Travel,495,Research & Development,Near-by,Technical Training,Life Sciences,Satisfied,Male,37,Satisfied,Senior,Manager,Satisfied,Married,17861,26582,0,Y,Yes,13,Low,Very satisfied,80,Level 1,21-30,3,Average,21-30,8,2,10
46-60,0,Travel_Rarely,282,Research & Development,Near-by,College,Medical,Very satisfied,Female,58,Very dissatisfied,Executive,Manager,Satisfied,Married,19187,6992,4,Y,No,14,Low,Very satisfied,80,Level 2,21-30,5,Good,11-20,9,9,11
46-60,0,Travel_Rarely,206,Human Resources,Near-by,Masters degree,Life Sciences,Very satisfied,Male,99,Satisfied,Executive,Manager,Dissatisfied,Single,19717,4022,6,Y,No,14,Low,Very dissatisfied,80,Level 1,31-40,4,Good,1-10,3,7,7
31-45,0,Non-Travel,458,Research & Development,Far,College,Life Sciences,Satisfied,Male,74,Satisfied,Entry level,Research Scientist,Satisfied,Divorced,3544,8532,9,Y,No,16,Low,Dissatisfied,80,Level 2,1-10,0,Good,1-10,2,0,0
31-45,0,Travel_Rarely,943,Research & Development,Near-by,Bachelors degree,Life Sciences,Very satisfied,Male,86,Satisfied,Mid level Specialist,Healthcare Representative,Very satisfied,Divorced,8500,5494,0,Y,No,11,Low,Very satisfied,80,Level 2,11-20,0,Average,1-10,7,1,6
31-45,0,Travel_Rarely,523,Research & Development,Near-by,Bachelors degree,Life Sciences,Satisfied,Male,98,Satisfied,Junior or Associate,Research Scientist,Very satisfied,Single,4661,22455,1,Y,No,13,Low,Satisfied,80,Level 1,1-10,4,Good,1-10,8,8,8
31-45,0,Travel_Frequently,1018,Sales,Near-by,Bachelors degree,Marketing,Satisfied,Female,66,Satisfied,Junior or Associate,Sales Executive,Very dissatisfied,Divorced,4103,4297,0,Y,No,17,Low,Very satisfied,80,Level 2,11-20,2,Good,1-10,3,1,7
31-45,0,Travel_Frequently,482,Research & Development,Near-by,Masters degree,Life Sciences,Satisfied,Male,87,Satisfied,Junior or Associate,Research Scientist,Satisfied,Single,4249,2690,1,Y,Yes,11,Low,Dissatisfied,80,Level 1,1-10,3,Good,1-10,6,1,1
46-60,0,Travel_Rarely,770,Human Resources,Near-by,Bachelors degree,Life Sciences,Satisfied,Male,84,Satisfied,Senior,Manager,Dissatisfied,Divorced,14026,17588,1,Y,Yes,11,Low,Dissatisfied,80,Level 2,31-40,2,Good,31-40,9,0,10
31-45,0,Travel_Rarely,1009,Sales,Near-by,College,Life Sciences,Dissatisfied,Female,31,Satisfied,Junior or Associate,Sales Executive,Very dissatisfied,Divorced,6893,19461,3,Y,No,15,Low,Very satisfied,80,Level 2,11-20,3,Good,1-10,7,1,7
31-45,0,Travel_Rarely,507,Sales,Far,College,Medical,Satisfied,Female,66,Satisfied,Junior or Associate,Sales Executive,Very dissatisfied,Single,6125,23553,1,Y,No,12,Low,Very satisfied,80,Level 1,11-20,6,Excellent,11-20,8,9,6
18-30,0,Travel_Rarely,882,Research & Development,Far,Technical Training,Medical,Very satisfied,Male,67,Satisfied,Entry level,Laboratory Technician,Very satisfied,Married,3669,9075,3,Y,No,11,Low,Satisfied,80,Level 4,1-10,6,Average,1-10,2,1,2
46-60,1,Travel_Rarely,601,Research & Development,Near-by,Masters degree,Medical,Satisfied,Female,53,Dissatisfied,Mid level Specialist,Manufacturing Director,Very dissatisfied,Married,10008,12023,7,Y,Yes,14,Low,Very satisfied,80,Level 1,31-40,0,Average,11-20,9,5,9
31-45,0,Travel_Rarely,329,Research & Development,Near-by,Masters degree,Life Sciences,Dissatisfied,Male,88,Satisfied,Entry level,Laboratory Technician,Dissatisfied,Married,2387,6762,3,Y,No,22,High,Satisfied,80,Level 2,1-10,3,Good,1-10,2,0,3
31-45,0,Travel_Frequently,607,Sales,Near-by,Bachelors degree,Marketing,Very dissatisfied,Female,83,Very satisfied,Junior or Associate,Sales Executive,Very dissatisfied,Married,4639,2261,2,Y,No,16,Low,Very satisfied,80,Level 2,11-20,2,Average,11-20,7,6,13
46-60,0,Travel_Rarely,855,Research & Development,Near-by,Bachelors degree,Life Sciences,Very satisfied,Male,54,Satisfied,Mid level Specialist,Manufacturing Director,Very satisfied,Single,7898,18706,1,Y,No,11,Low,Satisfied,80,Level 1,11-20,2,Good,11-20,9,0,8
18-30,0,Travel_Rarely,1291,Sales,Far,Bachelors degree,Medical,Satisfied,Female,98,Very satisfied,Entry level,Sales Representative,Very satisfied,Married,2534,6527,8,Y,No,14,Low,Dissatisfied,80,Level 2,1-10,4,Good,1-10,0,0,0
46-60,0,Travel_Rarely,1405,Research & Development,Far,College,Technical Degree,Very satisfied,Female,82,Dissatisfied,Senior,Manufacturing Director,Dissatisfied,Single,13142,24439,3,Y,No,16,Low,Dissatisfied,80,Level 1,21-30,1,Average,1-10,2,0,3
18-30,0,Non-Travel,1124,Research & Development,Near-by,Bachelors degree,Life Sciences,Very satisfied,Female,97,Satisfied,Entry level,Laboratory Technician,Very satisfied,Single,1611,19305,1,Y,No,15,Low,Satisfied,80,Level 1,1-10,5,Excellent,1-10,0,0,0
31-45,0,Travel_Rarely,817,Research & Development,Near-by,Bachelors degree,Medical,Very satisfied,Female,60,Dissatisfied,Junior or Associate,Laboratory Technician,Very satisfied,Married,5363,10846,0,Y,No,12,Low,Dissatisfied,80,Level 2,11-20,0,Good,1-10,7,0,0
18-30,0,Travel_Frequently,793,Sales,Near-by,Technical Training,Life Sciences,Very satisfied,Male,43,Very dissatisfied,Junior or Associate,Sales Executive,Very satisfied,Single,5071,20392,3,Y,No,20,High,Dissatisfied,80,Level 1,1-10,3,Good,1-10,2,0,0
46-60,1,Travel_Rarely,267,Sales,Far,Masters degree,Marketing,Very dissatisfied,Male,85,Very satisfied,Senior,Sales Executive,Satisfied,Single,13695,9277,6,Y,Yes,17,Low,Satisfied,80,Level 1,21-30,2,Average,11-20,7,3,8
46-60,0,Travel_Rarely,1369,Research & Development,Very far,Bachelors degree,Life Sciences,Very satisfied,Male,68,Satisfied,Senior,Manufacturing Director,Dissatisfied,Married,13402,18235,4,Y,Yes,12,Low,Very dissatisfied,80,Level 2,31-40,0,Good,11-20,16,15,9
31-45,0,Non-Travel,999,Research & Development,Very far,Technical Training,Technical Degree,Very dissatisfied,Female,92,Dissatisfied,Entry level,Research Scientist,Satisfied,Divorced,2029,15891,1,Y,No,20,High,Satisfied,80,Level 4,1-10,2,Good,1-10,4,0,0
31-45,0,Travel_Rarely,1202,Research & Development,Near-by,Technical Training,Medical,Dissatisfied,Female,89,Very satisfied,Junior or Associate,Healthcare Representative,Satisfied,Divorced,6377,13888,5,Y,No,20,High,Dissatisfied,80,Level 4,11-20,0,Good,11-20,11,11,8
31-45,0,Travel_Rarely,285,Research & Development,Very far,Bachelors degree,Medical,Dissatisfied,Male,86,Satisfied,Junior or Associate,Laboratory Technician,Satisfied,Married,5429,17491,4,Y,No,13,Low,Very dissatisfied,80,Level 3,11-20,1,Good,1-10,7,7,7
31-45,1,Travel_Frequently,703,Sales,Near-by,Bachelors degree,Life Sciences,Satisfied,Female,90,Dissatisfied,Entry level,Sales Representative,Very satisfied,Single,2785,11882,7,Y,No,14,Low,Satisfied,80,Level 1,1-10,3,Excellent,1-10,0,0,0
31-45,1,Travel_Frequently,662,Sales,Far,Masters degree,Marketing,Very satisfied,Female,67,Satisfied,Junior or Associate,Sales Executive,Satisfied,Married,4614,23288,0,Y,Yes,18,Low,Satisfied,80,Level 2,1-10,0,Average,1-10,2,3,2
31-45,0,Travel_Frequently,693,Research & Development,Near-by,Bachelors degree,Life Sciences,Very satisfied,Male,57,Very satisfied,Entry level,Research Scientist,Satisfied,Divorced,2610,15748,1,Y,No,11,Low,Very satisfied,80,Level 4,1-10,2,Good,1-10,2,0,3
31-45,0,Travel_Rarely,404,Research & Development,Near-by,Masters degree,Technical Degree,Satisfied,Female,98,Satisfied,Junior or Associate,Healthcare Representative,Very satisfied,Single,6687,6163,1,Y,No,11,Low,Very satisfied,80,Level 1,11-20,2,Excellent,11-20,11,4,11
18-30,0,Travel_Rarely,736,Sales,Very far,Bachelors degree,Life Sciences,Satisfied,Male,48,Dissatisfied,Junior or Associate,Sales Executive,Very dissatisfied,Married,4724,24232,1,Y,No,11,Low,Satisfied,80,Level 2,1-10,0,Good,1-10,3,0,4
31-45,1,Travel_Rarely,330,Research & Development,Very far,Masters degree,Medical,Very satisfied,Male,98,Satisfied,Junior or Associate,Manufacturing Director,Satisfied,Married,6179,21057,1,Y,Yes,15,Low,Very satisfied,80,Level 3,11-20,3,Average,11-20,2,6,7
31-45,0,Travel_Rarely,1498,Sales,Very far,Masters degree,Life Sciences,Very dissatisfied,Male,44,Dissatisfied,Junior or Associate,Sales Executive,Very satisfied,Married,6120,3567,3,Y,Yes,12,Low,Very satisfied,80,Level 3,1-10,2,Excellent,1-10,4,1,4
46-60,0,Travel_Frequently,541,Sales,Near-by,Bachelors degree,Marketing,Dissatisfied,Male,52,Satisfied,Mid level Specialist,Sales Executive,Dissatisfied,Married,10596,15395,2,Y,No,11,Low,Dissatisfied,80,Level 1,11-20,5,Good,1-10,2,3,2
31-45,0,Travel_Frequently,1200,Research & Development,Very far,Bachelors degree,Life Sciences,Very satisfied,Female,75,Satisfied,Junior or Associate,Research Scientist,Very satisfied,Divorced,5467,13953,3,Y,Yes,14,Low,Very dissatisfied,80,Level 3,11-20,4,Average,1-10,2,3,3
31-45,0,Travel_Rarely,1439,Research & Development,Near-by,Technical Training,Life Sciences,Satisfied,Male,54,Satisfied,Entry level,Research Scientist,Satisfied,Married,2996,5182,7,Y,Yes,15,Low,Very satisfied,80,Level 1,1-10,2,Good,1-10,4,1,3
31-45,0,Travel_Frequently,1111,Sales,Near-by,Technical Training,Life Sciences,Dissatisfied,Male,61,Satisfied,Junior or Associate,Sales Executive,Very satisfied,Married,9998,19293,6,Y,No,13,Low,Very dissatisfied,80,Level 1,1-10,2,Excellent,1-10,4,1,2
31-45,0,Travel_Rarely,499,Sales,Near-by,Technical Training,Marketing,Satisfied,Male,36,Satisfied,Junior or Associate,Sales Executive,Dissatisfied,Married,4078,20497,0,Y,Yes,13,Low,Very dissatisfied,80,Level 4,1-10,3,Average,1-10,2,1,2
31-45,0,Non-Travel,1485,Research & Development,Very far,College,Life Sciences,Satisfied,Male,71,Satisfied,Mid level Specialist,Healthcare Representative,Satisfied,Married,10920,3449,3,Y,No,21,High,Dissatisfied,80,Level 2,11-20,2,Good,1-10,4,0,5
18-30,0,Travel_Rarely,1372,Sales,Far,Technical Training,Life Sciences,Very dissatisfied,Male,93,Very satisfied,Junior or Associate,Sales Executive,Satisfied,Married,6232,12477,2,Y,No,11,Low,Dissatisfied,80,Level 1,1-10,3,Average,1-10,2,1,2
46-60,0,Travel_Frequently,322,Research & Development,Very far,College,Medical,Very satisfied,Female,59,Very satisfied,Senior,Manufacturing Director,Satisfied,Married,13247,9731,2,Y,Yes,11,Low,Dissatisfied,80,Level 2,21-30,3,Average,1-10,3,0,2
